"","lake_code","Acoelflatworm","Aiptasia","ASCI_OTU_001","ASCI_OTU_002","ASCI_OTU_003","ASCI_OTU_004","ASCI_OTU_005","ASCI_OTU_006","ASCI_OTU_007","ASCI_OTU_008","ASCI_OTU_009","ASCI_OTU_010","ASCI_OTU_011","ASCI_OTU_014","ASCI_OTU_017","ASCI_OTU_029","ASCI_OTU_043","ASCI_OTU_045","ASCI_OTU_046","ASCI_OTU_049","Beigeencrustingsponge","Beigeosculesponge","BeigeSpirastrella","Beigesponge","Bitingisopod","BIVA_OTU_001","BIVA_OTU_002","BIVA_OTU_003","BIVA_OTU_004","BIVA_OTU_005","BIVA_OTU_006","BIVA_OTU_007","Blackpaintsponge","Blackthinfeltysponge","BlueyellowSuberites","Boringbivalve","Brightredwhitecanaledencrustingsponge","Brightyellowmeshsponge","Brownandorangedotcoral","Browngreysquishymudsponge","Brownhoneycombsponge","Brownredalgaworm","Brownskinyellowinnerssponge","Browntansoftballsponge","Brownyellowdimpledcoral","BRYO_OTU_001","CNID_OTU_001","CNID_OTU_002","CNID_OTU_003","CNID_OTU_004","CNID_OTU_005","CNID_OTU_006","CNID_OTU_007","CNID_OTU_008","CNID_OTU_009","Creampinkpimplysponge","Creamyellowbeardedsponge","Creamyellowpimplymucussponge","Crumblybreadsponge","CRUS_OTU_001","CRUS_OTU_002","CRUS_OTU_003","Cucumber","Cycloseris","Darkbrownrigidknobbedsponge","Deeppittedflowerfaviidcoral","Dirtyyellowthinencrustingsponge","ECHI_OTU_001","ECHI_OTU_002","ECHI_OTU_003","ECHI_OTU_004","ECHI_OTU_005","ECHI_OTU_006","ECHI_OTU_007","ECHI_OTU_008","ECHI_OTU_009","ECHI_OTU_010","ECHI_OTU_011","FatroundChamaoyster","Flatpolychaete","Flatworm","GAST_OTU_001","GAST_OTU_002","GAST_OTU_003","GAST_OTU_004","GAST_OTU_005","GAST_OTU_006","GAST_OTU_007","GAST_OTU_008","GAST_OTU_009","GAST_OTU_010","GAST_OTU_011","GAST_OTU_012","GAST_OTU_013","GAST_OTU_014","GAST_OTU_015","GAST_OTU_016","GAST_OTU_017","GAST_OTU_029","GAST_OTU_034","Goldenascidian","Goldenorangeencrustingclearcanalledsponge","Goldveinedrustyfeltysponge","Greenencrustingsponge","GreyGeodia","Greythinspikeysponge","Hammeroyster","Hearturchin","Hermitcrab","Longstalkbranchinghydroid","Maroonthinfeltysponge","Mauveencrustingdendrosponge","Mottledtaninflatedcollagenoussponge","Mustardencrustinghairysponge","Nondescriptsponge","Nongammaridamphipod","Oliveyellowfinemeshsponge","Oliveyellowlargeosculedencrustingsponge","Orangeandyellowspiderwebsponge","Orangecheesepuffsponge","Orangeclaymationsponge","Orangecrispyfuzzyencrustingsponge","Orangecrumblyredsponge","Orangelobedmoundsponge","OrangemassiveHaliclona","Orangeredencrustingsponge","Orangeskinsponge","Orangeslimeysponge","Orangeslipperysponge","Orangethicksponge","Orangeyellowencrustingtinydigitsponge","Orangeyellowsponge","Orangeygoldbigmasssponge","Peachcoversponge","Peachencrustingsponge","Phoronid","PinkHaliclona","Pinkyellowpollengrainsdendrosponge","POLY_OTU_001","POLY_OTU_002","POLY_OTU_003","POLY_OTU_004","POLY_OTU_005","POLY_OTU_006","POLY_OTU_007","POLY_OTU_008","POLY_OTU_009","POLY_OTU_010","POLY_OTU_013","POLY_OTU_014","POLY_OTU_015","POLY_OTU_016","POLY_OTU_017","POLY_OTU_018","PORI_OTU_001","PORI_OTU_002","PORI_OTU_003","PORI_OTU_004","PORI_OTU_005","PORI_OTU_006","PORI_OTU_007","PORI_OTU_008","PORI_OTU_009","PORI_OTU_010","PORI_OTU_011","PORI_OTU_012","PORI_OTU_013","PORI_OTU_014","PORI_OTU_015","PORI_OTU_016","PORI_OTU_017","PORI_OTU_018","PORI_OTU_019","PORI_OTU_020","PORI_OTU_021","PORI_OTU_022","PORI_OTU_023","PORI_OTU_024","PORI_OTU_025","PORI_OTU_026","PORI_OTU_027","PORI_OTU_028","PORI_OTU_029","PORI_OTU_030","PORI_OTU_031","PORI_OTU_032","PORI_OTU_033","PORI_OTU_034","PORI_OTU_035","PORI_OTU_036","PORI_OTU_037","PORI_OTU_038","PORI_OTU_039","PORI_OTU_040","PORI_OTU_041","PORI_OTU_042","PORI_OTU_043","PORI_OTU_044","PORI_OTU_045","PORI_OTU_046","PORI_OTU_047","PORI_OTU_048","PORI_OTU_049","PORI_OTU_050","PORI_OTU_051","PORI_OTU_052","PORI_OTU_053","PORI_OTU_054","PORI_OTU_055","PORI_OTU_056","PORI_OTU_057","PORI_OTU_058","PORI_OTU_059","PORI_OTU_060","PORI_OTU_061","PORI_OTU_062","PORI_OTU_063","PORI_OTU_064","PORI_OTU_065","PORI_OTU_066","PORI_OTU_067","PORI_OTU_068","PORI_OTU_069","PORI_OTU_070","PORI_OTU_071","PORI_OTU_072","PORI_OTU_073","PORI_OTU_074","PORI_OTU_075","PORI_OTU_076","PORI_OTU_077","PORI_OTU_078","PORI_OTU_079","PORI_OTU_080","PORI_OTU_081","PORI_OTU_082","PORI_OTU_083","PORI_OTU_084","PORI_OTU_085","PORI_OTU_086","PORI_OTU_087","PORI_OTU_088","PORI_OTU_089","PORI_OTU_090","PORI_OTU_091","PORI_OTU_092","PORI_OTU_093","PORI_OTU_094","PORI_OTU_095","PORI_OTU_096","PORI_OTU_097","PORI_OTU_098","PORI_OTU_099","PORI_OTU_100","PORI_OTU_101","PORI_OTU_102","PORI_OTU_103","PORI_OTU_104","PORI_OTU_105","PORI_OTU_106","PORI_OTU_107","PORI_OTU_108","PORI_OTU_109","PORI_OTU_110","PORI_OTU_111","PORI_OTU_112","PORI_OTU_113","PORI_OTU_114","PORI_OTU_115","PORI_OTU_116","PORI_OTU_117","PORI_OTU_118","PORI_OTU_119","PORI_OTU_120","PORI_OTU_121","PORI_OTU_122","PORI_OTU_134","PORI_OTU_169","PORI_OTU_187","PORI_OTU_188","PORI_OTU_189","PORI_OTU_190","PORI_OTU_191","PORI_OTU_192","PORI_OTU_193","PORI_OTU_194","PORI_OTU_195","Purpleboringsponge","Purplefeltysponge","Redandwhitesiphonascidian","Redseaurchin","Redsmoothworm","Redwhitetubeworm","Redworm","Rustsquishyleatherysponge","Rustyfeltyencrustingsponge","Segmentedworm","Shortsetaeshortpolychaete","Smallbranchingcolonialhydrozoan","SmoothskinHaliclona","Smoothtaperedtubeworm","Spirorbid","Spottedsynaptidseathroughcucumber","Stinkyredsparklyspongeonlog","Tangooeysponge","Tansuckerstuddedsponge","Teenietinybrittlestar","Tinyshrimp","Tinytransparentwhorlsnail","Transparentmysterioussolitaryascidian","Turquoisestainsponge","Whitebarredsiphondinkyascidian","Whitecrevicesolitaryascidian","Whitefeatherretractinghydroid","Whitefeltyencrustingsponge","Whitehydroid","Whitepatchsponge","Whiterufflesponge","Whitesolitaryascidian","Whitestripedsiphonsolitaryascidian","Yellowcrackedsiltencrustingsponge","Yellowencrustingfingersponge","Yellowencrustingpincushionsponge","Yellowencrustingtendrilsponge","Yellowknobblyencrustingsponge","YellowlaceyClathrina","Yellownubbysponge","Yellowostiasponge","Yellowpimplysponge","Yellowtexturedsponge","Yellowthinsmoothencrustingsponge","Yellowtuftsponge"
"1","BCM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0,0,0,0,0,0,103,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,36,0,0,0,0,0,15,21,2,0,0,0,0,0,0,0,2,0,0,22,8,0,11,2,9,1,0,0,0,1,38,0,0,0,0,0,0,0,0,49,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,47,4,6,28,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1
"2","CLM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2,0,0,0,0,0,0,1,0,8,8,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,2,13,2,0,0,0,0,142,0,0,0,8,0,7,0,0,16,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,16,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","FLK",2,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,9,0,3,0,0,0,0,0,0,0,0,0,0,21,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0
"4","GLK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,27,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,16,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"5","HLM",0,0,0,1,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,1,0,165,2,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,7,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,11,3,0,0,0,0,0,9,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,29,0,0,1,0,0,101,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,2,1,5,1,1,2,2,4,2,2,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,27,0,0,0,0,0,0,0,0,0,0
"6","LCM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7","NLK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,190,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,121,0,0,0,5,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,50,7,29,4,2,21,13,2,4,10,9,4,2,2,1,0,6,32,46,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8","NLN",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,7,0,0,0,0,0,0,0,0,0,11,0,0,0,5,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,20,0,0,2,0,0,1,5,0,0,0,0,7,3,25,0,0,6,33,4,0,0,0,0,3,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,0,6,1,2,2,3,11,1,24,2,2,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9","NLU",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,30,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,1,0,0,0,1,0,7,0,0,0,0,0,3,0,0,0,0,4,1,0,0,8,2,0,2,0,0,0,0,0,0,0,0,0,0,3,4,2,1,1,3,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10","OLO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41,0,0,0,41,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
